country,number_of_hours,low_upper_band,medium_upper_band
Grenada,24,4818,9739
Guam,1,201,406
Guam,2,402,812
Guam,3,603,1218
Guam,4,803,1624
Guam,5,1004,2029
Guam,6,1205,2435
Guam,7,1406,2841
Guam,8,1606,3247
Guam,9,1807,3652
Guam,10,2008,4058
Guam,11,2208,4464
Guam,12,2409,4870
Guam,13,2610,5276
Guam,14,2811,5681
Guam,15,3011,6087
Guam,16,3212,6493
Guam,17,3413,6899
Guam,18,3614,7304
Guam,19,3814,7710
Guam,20,4015,8116
Guam,21,4216,8522
Guam,22,4416,8928
Guam,23,4617,9333
Guam,24,4818,9739
Guatemala,1,201,406
Guatemala,2,402,812
Guatemala,3,603,1218
Guatemala,4,803,1624
Guatemala,5,1004,2029
Guatemala,6,1205,2435
Guatemala,7,1406,2841
Guatemala,8,1606,3247
Guatemala,9,1807,3652
Guatemala,10,2008,4058
Guatemala,11,2208,4464
Guatemala,12,2409,4870
Guatemala,13,2610,5276
Guatemala,14,2811,5681
Guatemala,15,3011,6087
Guatemala,16,3212,6493
Guatemala,17,3413,6899
Guatemala,18,3614,7304
Guatemala,19,3814,7710
Guatemala,20,4015,8116
Guatemala,21,4216,8522
Guatemala,22,4416,8928
Guatemala,23,4617,9333
Guatemala,24,4818,9739
Guinea,1,201,406
Guinea,2,402,812
Guinea,3,603,1218
Guinea,4,803,1624
Guinea,5,1004,2029
Guinea,6,1205,2435
Guinea,7,1406,2841
Guinea,8,1606,3247
Guinea,9,1807,3652
Guinea,10,2008,4058
Guinea,11,2208,4464
Guinea,12,2409,4870
Guinea,13,2610,5276
Guinea,14,2811,5681
Guinea,15,3011,6087
Guinea,16,3212,6493
Guinea,17,3413,6899
Guinea,18,3614,7304
Guinea,19,3814,7710
Guinea,20,4015,8116
Guinea,21,4216,8522
Guinea,22,4416,8928
Guinea,23,4617,9333
Guinea,24,4818,9739
Guinea-Bissau,1,201,406
Guinea-Bissau,2,402,812
Guinea-Bissau,3,603,1218
Guinea-Bissau,4,803,1624
Guinea-Bissau,5,1004,2029
Guinea-Bissau,6,1205,2435
Guinea-Bissau,7,1406,2841
Guinea-Bissau,8,1606,3247
Guinea-Bissau,9,1807,3652
Guinea-Bissau,10,2008,4058
Guinea-Bissau,11,2208,4464
Guinea-Bissau,12,2409,4870
Guinea-Bissau,13,2610,5276
Guinea-Bissau,14,2811,5681
Guinea-Bissau,15,3011,6087
Guinea-Bissau,16,3212,6493
Guinea-Bissau,17,3413,6899
Guinea-Bissau,18,3614,7304
Guinea-Bissau,19,3814,7710
Guinea-Bissau,20,4015,8116
Guinea-Bissau,21,4216,8522
Guinea-Bissau,22,4416,8928
Guinea-Bissau,23,4617,9333
Guinea-Bissau,24,4818,9739
Guyana,1,201,406
Guyana,2,402,812
Guyana,3,603,1218
Guyana,4,803,1624
Guyana,5,1004,2029
Guyana,6,1205,2435
Guyana,7,1406,2841
Guyana,8,1606,3247
Guyana,9,1807,3652
Guyana,10,2008,4058
Guyana,11,2208,4464
Guyana,12,2409,4870
Guyana,13,2610,5276
Guyana,14,2811,5681
Guyana,15,3011,6087
Guyana,16,3212,6493
Guyana,17,3413,6899
Guyana,18,3614,7304
Guyana,19,3814,7710
Guyana,20,4015,8116
Guyana,21,4216,8522
Guyana,22,4416,8928
Guyana,23,4617,9333
Guyana,24,4818,9739
Haiti,1,201,406
Haiti,2,402,812
Haiti,3,603,1218
Haiti,4,803,1624
Haiti,5,1004,2029
Haiti,6,1205,2435
Haiti,7,1406,2841
Haiti,8,1606,3247
Haiti,9,1807,3652
Haiti,10,2008,4058
Haiti,11,2208,4464
Haiti,12,2409,4870
Haiti,13,2610,5276
Haiti,14,2811,5681
Haiti,15,3011,6087
Haiti,16,3212,6493
Haiti,17,3413,6899
Haiti,18,3614,7304
Haiti,19,3814,7710
Haiti,20,4015,8116
Haiti,21,4216,8522
Haiti,22,4416,8928
Haiti,23,4617,9333
Haiti,24,4818,9739
High-income countries,1,201,406
High-income countries,2,402,812
High-income countries,3,603,1218
High-income countries,4,803,1624
High-income countries,5,1004,2029
High-income countries,6,1205,2435
High-income countries,7,1406,2841
High-income countries,8,1606,3247
High-income countries,9,1807,3652
High-income countries,10,2008,4058
High-income countries,11,2208,4464
High-income countries,12,2409,4870
High-income countries,13,2610,5276
High-income countries,14,2811,5681
High-income countries,15,3011,6087
High-income countries,16,3212,6493
High-income countries,17,3413,6899
High-income countries,18,3614,7304
High-income countries,19,3814,7710
High-income countries,20,4015,8116
High-income countries,21,4216,8522
High-income countries,22,4416,8928
High-income countries,23,4617,9333
High-income countries,24,4818,9739
Honduras,1,201,406
Honduras,2,402,812
Honduras,3,603,1218
Honduras,4,803,1624
Honduras,5,1004,2029
Honduras,6,1205,2435
Honduras,7,1406,2841
Honduras,8,1606,3247
Honduras,9,1807,3652
Honduras,10,2008,4058
Honduras,11,2208,4464
Honduras,12,2409,4870
Honduras,13,2610,5276
Honduras,14,2811,5681
Honduras,15,3011,6087
Honduras,16,3212,6493
Honduras,17,3413,6899
Honduras,18,3614,7304
Honduras,19,3814,7710
Honduras,20,4015,8116
Honduras,21,4216,8522
Honduras,22,4416,8928
Honduras,23,4617,9333
Honduras,24,4818,9739
Hong Kong,1,201,406
Hong Kong,2,402,812
Hong Kong,3,603,1218
Hong Kong,4,803,1624
Hong Kong,5,1004,2029
Hong Kong,6,1205,2435
Hong Kong,7,1406,2841
Hong Kong,8,1606,3247
Hong Kong,9,1807,3652
Hong Kong,10,2008,4058
Hong Kong,11,2208,4464
Hong Kong,12,2409,4870
Hong Kong,13,2610,5276
Hong Kong,14,2811,5681
Hong Kong,15,3011,6087
Hong Kong,16,3212,6493
Hong Kong,17,3413,6899
Hong Kong,18,3614,7304
Hong Kong,19,3814,7710
Hong Kong,20,4015,8116
Hong Kong,21,4216,8522
Hong Kong,22,4416,8928
Hong Kong,23,4617,9333
Hong Kong,24,4818,9739
Hungary,1,201,406
Hungary,2,402,812
Hungary,3,603,1218
Hungary,4,803,1624
Hungary,5,1004,2029
Hungary,6,1205,2435
Hungary,7,1406,2841
Hungary,8,1606,3247
Hungary,9,1807,3652
Hungary,10,2008,4058
Hungary,11,2208,4464
Hungary,12,2409,4870
Hungary,13,2610,5276
Hungary,14,2811,5681
Hungary,15,3011,6087
Hungary,16,3212,6493
Hungary,17,3413,6899
Hungary,18,3614,7304
Hungary,19,3814,7710
Hungary,20,4015,8116
Hungary,21,4216,8522
Hungary,22,4416,8928
Hungary,23,4617,9333
Hungary,24,4818,9739
Iceland,1,201,406
Iceland,2,402,812
Iceland,3,603,1218
Iceland,4,803,1624
Iceland,5,1004,2029
Iceland,6,1205,2435
Iceland,7,1406,2841
Iceland,8,1606,3247
Iceland,9,1807,3652
Iceland,10,2008,4058
Iceland,11,2208,4464
Iceland,12,2409,4870
Iceland,13,2610,5276
Iceland,14,2811,5681
Iceland,15,3011,6087
Iceland,16,3212,6493
Iceland,17,3413,6899
Iceland,18,3614,7304
Iceland,19,3814,7710
Iceland,20,4015,8116
Iceland,21,4216,8522
Iceland,22,4416,8928
Iceland,23,4617,9333
Iceland,24,4818,9739
India,1,201,406
India,2,402,812
India,3,603,1218
India,4,803,1624
India,5,1004,2029
India,6,1205,2435
India,7,1406,2841
India,8,1606,3247
India,9,1807,3652
India,10,2008,4058
India,11,2208,4464
India,12,2409,4870
India,13,2610,5276
India,14,2811,5681
India,15,3011,6087
India,16,3212,6493
India,17,3413,6899
India,18,3614,7304
India,19,3814,7710
India,20,4015,8116
India,21,4216,8522
India,22,4416,8928
India,23,4617,9333
India,24,4818,9739
Indonesia,1,201,406
Indonesia,2,402,812
Indonesia,3,603,1218
Indonesia,4,803,1624
Indonesia,5,1004,2029
Indonesia,6,1205,2435
Indonesia,7,1406,2841
Indonesia,8,1606,3247
Indonesia,9,1807,3652
Indonesia,10,2008,4058
Indonesia,11,2208,4464
Indonesia,12,2409,4870
Indonesia,13,2610,5276
Indonesia,14,2811,5681
Indonesia,15,3011,6087
Indonesia,16,3212,6493
Indonesia,17,3413,6899
Indonesia,18,3614,7304
Indonesia,19,3814,7710
Indonesia,20,4015,8116
Indonesia,21,4216,8522
Indonesia,22,4416,8928
Indonesia,23,4617,9333
Indonesia,24,4818,9739
Iran,1,201,406
Iran,2,402,812
Iran,3,603,1218
Iran,4,803,1624
Iran,5,1004,2029
Iran,6,1205,2435
Iran,7,1406,2841
Iran,8,1606,3247
Iran,9,1807,3652
Iran,10,2008,4058
Iran,11,2208,4464
Iran,12,2409,4870
Iran,13,2610,5276
Iran,14,2811,5681
Iran,15,3011,6087
Iran,16,3212,6493
Iran,17,3413,6899
Iran,18,3614,7304
Iran,19,3814,7710
Iran,20,4015,8116
Iran,21,4216,8522
Iran,22,4416,8928
Iran,23,4617,9333
Iran,24,4818,9739
Iraq,1,201,406
Iraq,2,402,812
Iraq,3,603,1218
Iraq,4,803,1624
Iraq,5,1004,2029
Iraq,6,1205,2435
Iraq,7,1406,2841
Iraq,8,1606,3247
Iraq,9,1807,3652
Iraq,10,2008,4058
Iraq,11,2208,4464
Iraq,12,2409,4870
Iraq,13,2610,5276
Iraq,14,2811,5681
Iraq,15,3011,6087
Iraq,16,3212,6493
Iraq,17,3413,6899
Iraq,18,3614,7304
Iraq,19,3814,7710
Iraq,20,4015,8116
Iraq,21,4216,8522
Iraq,22,4416,8928
Iraq,23,4617,9333
Iraq,24,4818,9739
Ireland,1,201,406
Ireland,2,402,812
Ireland,3,603,1218
Ireland,4,803,1624
Ireland,5,1004,2029
Ireland,6,1205,2435
Ireland,7,1406,2841
Ireland,8,1606,3247
Ireland,9,1807,3652
Ireland,10,2008,4058
Ireland,11,2208,4464
Ireland,12,2409,4870
Ireland,13,2610,5276
Ireland,14,2811,5681
Ireland,15,3011,6087
Ireland,16,3212,6493
Ireland,17,3413,6899
Ireland,18,3614,7304
Ireland,19,3814,7710
Ireland,20,4015,8116
Ireland,21,4216,8522
Ireland,22,4416,8928
Ireland,23,4617,9333
Ireland,24,4818,9739
Israel,1,201,406
Israel,2,402,812
Israel,3,603,1218
Israel,4,803,1624
Israel,5,1004,2029
Israel,6,1205,2435
Israel,7,1406,2841
Israel,8,1606,3247
Israel,9,1807,3652
Israel,10,2008,4058
Israel,11,2208,4464
Israel,12,2409,4870
Israel,13,2610,5276
Israel,14,2811,5681
Israel,15,3011,6087
Israel,16,3212,6493
Israel,17,3413,6899
Israel,18,3614,7304
Israel,19,3814,7710
Israel,20,4015,8116
Israel,21,4216,8522
Israel,22,4416,8928
Israel,23,4617,9333
Israel,24,4818,9739
Italy,1,201,406
Italy,2,402,812
Italy,3,603,1218
Italy,4,803,1624
Italy,5,1004,2029
Italy,6,1205,2435
Italy,7,1406,2841
Italy,8,1606,3247
Italy,9,1807,3652
Italy,10,2008,4058
Italy,11,2208,4464
Italy,12,2409,4870
Italy,13,2610,5276
Italy,14,2811,5681
Italy,15,3011,6087
Italy,16,3212,6493
Italy,17,3413,6899
Italy,18,3614,7304
Italy,19,3814,7710
Italy,20,4015,8116
Italy,21,4216,8522
Italy,22,4416,8928
Italy,23,4617,9333
Italy,24,4818,9739
Jamaica,1,201,406
Jamaica,2,402,812
Jamaica,3,603,1218
Jamaica,4,803,1624
Jamaica,5,1004,2029
Jamaica,6,1205,2435
Jamaica,7,1406,2841
Jamaica,8,1606,3247
Jamaica,9,1807,3652
Jamaica,10,2008,4058
Jamaica,11,2208,4464
Jamaica,12,2409,4870
Jamaica,13,2610,5276
Jamaica,14,2811,5681
Jamaica,15,3011,6087
Jamaica,16,3212,6493
Jamaica,17,3413,6899
Jamaica,18,3614,7304
Jamaica,19,3814,7710
Jamaica,20,4015,8116
Jamaica,21,4216,8522
Jamaica,22,4416,8928
Jamaica,23,4617,9333
Jamaica,24,4818,9739
Japan,1,201,406
Japan,2,402,812
Japan,3,603,1218
Japan,4,803,1624
Japan,5,1004,2029
Japan,6,1205,2435
Japan,7,1406,2841
Japan,8,1606,3247
Japan,9,1807,3652
Japan,10,2008,4058
Japan,11,2208,4464
Japan,12,2409,4870
Japan,13,2610,5276
Japan,14,2811,5681
Japan,15,3011,6087
Japan,16,3212,6493
Japan,17,3413,6899
Japan,18,3614,7304
Japan,19,3814,7710
Japan,20,4015,8116
Japan,21,4216,8522
Japan,22,4416,8928
Japan,23,4617,9333
Japan,24,4818,9739
Jordan,1,201,406
Jordan,2,402,812
Jordan,3,603,1218
Jordan,4,803,1624
Jordan,5,1004,2029
Jordan,6,1205,2435
Jordan,7,1406,2841
Jordan,8,1606,3247
Jordan,9,1807,3652
Jordan,10,2008,4058
Jordan,11,2208,4464
Jordan,12,2409,4870
Jordan,13,2610,5276
Jordan,14,2811,5681
Jordan,15,3011,6087
Jordan,16,3212,6493
Jordan,17,3413,6899
Jordan,18,3614,7304
Jordan,19,3814,7710
Jordan,20,4015,8116
Jordan,21,4216,8522
Jordan,22,4416,8928
Jordan,23,4617,9333
Jordan,24,4818,9739
Kazakhstan,1,201,406
Kazakhstan,2,402,812
Kazakhstan,3,603,1218
Kazakhstan,4,803,1624
Kazakhstan,5,1004,2029
Kazakhstan,6,1205,2435
Kazakhstan,7,1406,2841
Kazakhstan,8,1606,3247
Kazakhstan,9,1807,3652
Kazakhstan,10,2008,4058
Kazakhstan,11,2208,4464
Kazakhstan,12,2409,4870
Kazakhstan,13,2610,5276
Kazakhstan,14,2811,5681
Kazakhstan,15,3011,6087
Kazakhstan,16,3212,6493
Kazakhstan,17,3413,6899
Kazakhstan,18,3614,7304
Kazakhstan,19,3814,7710
Kazakhstan,20,4015,8116
Kazakhstan,21,4216,8522
Kazakhstan,22,4416,8928
Kazakhstan,23,4617,9333
Kazakhstan,24,4818,9739
Kenya,1,201,406
Kenya,2,402,812
Kenya,3,603,1218
Kenya,4,803,1624
Kenya,5,1004,2029
Kenya,6,1205,2435
Kenya,7,1406,2841
Kenya,8,1606,3247
Kenya,9,1807,3652
Kenya,10,2008,4058
Kenya,11,2208,4464
Kenya,12,2409,4870
Kenya,13,2610,5276
Kenya,14,2811,5681
Kenya,15,3011,6087
Kenya,16,3212,6493
Kenya,17,3413,6899
Kenya,18,3614,7304
Kenya,19,3814,7710
Kenya,20,4015,8116
Kenya,21,4216,8522
Kenya,22,4416,8928
Kenya,23,4617,9333
Kenya,24,4818,9739
Kiribati,1,201,406
Kiribati,2,402,812
Kiribati,3,603,1218
Kiribati,4,803,1624
Kiribati,5,1004,2029
Kiribati,6,1205,2435
Kiribati,7,1406,2841
Kiribati,8,1606,3247
Kiribati,9,1807,3652
Kiribati,10,2008,4058
Kiribati,11,2208,4464
Kiribati,12,2409,4870
Kiribati,13,2610,5276
Kiribati,14,2811,5681
Kiribati,15,3011,6087
Kiribati,16,3212,6493
Kiribati,17,3413,6899
Kiribati,18,3614,7304
Kiribati,19,3814,7710
Kiribati,20,4015,8116
Kiribati,21,4216,8522
Kiribati,22,4416,8928
Kiribati,23,4617,9333
Kiribati,24,4818,9739
Kosovo,1,201,406
Kosovo,2,402,812
Kosovo,3,603,1218
Kosovo,4,803,1624
Kosovo,5,1004,2029
Kosovo,6,1205,2435
Kosovo,7,1406,2841
Kosovo,8,1606,3247
Kosovo,9,1807,3652
Kosovo,10,2008,4058
Kosovo,11,2208,4464
Kosovo,12,2409,4870
Kosovo,13,2610,5276
Kosovo,14,2811,5681
Kosovo,15,3011,6087
Kosovo,16,3212,6493
Kosovo,17,3413,6899
Kosovo,18,3614,7304
Kosovo,19,3814,7710
Kosovo,20,4015,8116
Kosovo,21,4216,8522
Kosovo,22,4416,8928
Kosovo,23,4617,9333
Kosovo,24,4818,9739
Kuwait,1,201,406
Kuwait,2,402,812
Kuwait,3,603,1218
Kuwait,4,803,1624
Kuwait,5,1004,2029
Kuwait,6,1205,2435
Kuwait,7,1406,2841
Kuwait,8,1606,3247
Kuwait,9,1807,3652
Kuwait,10,2008,4058
Kuwait,11,2208,4464
Kuwait,12,2409,4870
Kuwait,13,2610,5276
Kuwait,14,2811,5681
Kuwait,15,3011,6087
Kuwait,16,3212,6493
Kuwait,17,3413,6899
Kuwait,18,3614,7304
Kuwait,19,3814,7710
Kuwait,20,4015,8116
Kuwait,21,4216,8522
Kuwait,22,4416,8928
Kuwait,23,4617,9333
Kuwait,24,4818,9739
Kyrgyzstan,1,201,406
Kyrgyzstan,2,402,812
Kyrgyzstan,3,603,1218
Kyrgyzstan,4,803,1624
Kyrgyzstan,5,1004,2029
Kyrgyzstan,6,1205,2435
Kyrgyzstan,7,1406,2841
Kyrgyzstan,8,1606,3247
Kyrgyzstan,9,1807,3652
Kyrgyzstan,10,2008,4058
Kyrgyzstan,11,2208,4464
Kyrgyzstan,12,2409,4870
Kyrgyzstan,13,2610,5276
Kyrgyzstan,14,2811,5681
Kyrgyzstan,15,3011,6087
Kyrgyzstan,16,3212,6493
Kyrgyzstan,17,3413,6899
Kyrgyzstan,18,3614,7304
Kyrgyzstan,19,3814,7710
Kyrgyzstan,20,4015,8116
Kyrgyzstan,21,4216,8522
Kyrgyzstan,22,4416,8928
Kyrgyzstan,23,4617,9333
Kyrgyzstan,24,4818,9739
Laos,1,201,406
Laos,2,402,812
Laos,3,603,1218
Laos,4,803,1624
Laos,5,1004,2029
Laos,6,1205,2435
Laos,7,1406,2841
Laos,8,1606,3247
Laos,9,1807,3652
Laos,10,2008,4058
Laos,11,2208,4464
Laos,12,2409,4870
Laos,13,2610,5276
Laos,14,2811,5681
Laos,15,3011,6087
Laos,16,3212,6493
Laos,17,3413,6899
Laos,18,3614,7304
Laos,19,3814,7710
Laos,20,4015,8116
Laos,21,4216,8522
Laos,22,4416,8928
Laos,23,4617,9333
Laos,24,4818,9739
Latin America and Caribbean (Ember),1,201,406
Latin America and Caribbean (Ember),2,402,812
Latin America and Caribbean (Ember),3,603,1218
Latin America and Caribbean (Ember),4,803,1624
Latin America and Caribbean (Ember),5,1004,2029
Latin America and Caribbean (Ember),6,1205,2435
Latin America and Caribbean (Ember),7,1406,2841
Latin America and Caribbean (Ember),8,1606,3247
Latin America and Caribbean (Ember),9,1807,3652
Latin America and Caribbean (Ember),10,2008,4058
Latin America and Caribbean (Ember),11,2208,4464
Latin America and Caribbean (Ember),12,2409,4870
Latin America and Caribbean (Ember),13,2610,5276
Latin America and Caribbean (Ember),14,2811,5681
Latin America and Caribbean (Ember),15,3011,6087
Latin America and Caribbean (Ember),16,3212,6493
Latin America and Caribbean (Ember),17,3413,6899
Latin America and Caribbean (Ember),18,3614,7304
Latin America and Caribbean (Ember),19,3814,7710
Latin America and Caribbean (Ember),20,4015,8116
Latin America and Caribbean (Ember),21,4216,8522
Latin America and Caribbean (Ember),22,4416,8928
Latin America and Caribbean (Ember),23,4617,9333
Latin America and Caribbean (Ember),24,4818,9739
Latvia,1,201,406
Latvia,2,402,812
Latvia,3,603,1218
Latvia,4,803,1624
Latvia,5,1004,2029
Latvia,6,1205,2435
Latvia,7,1406,2841
Latvia,8,1606,3247
Latvia,9,1807,3652
Latvia,10,2008,4058
Latvia,11,2208,4464
Latvia,12,2409,4870
Latvia,13,2610,5276
Latvia,14,2811,5681
Latvia,15,3011,6087
Latvia,16,3212,6493
Latvia,17,3413,6899
Latvia,18,3614,7304
Latvia,19,3814,7710
Latvia,20,4015,8116
Latvia,21,4216,8522
Latvia,22,4416,8928
Latvia,23,4617,9333
Latvia,24,4818,9739
Lebanon,1,201,406
Lebanon,2,402,812
Lebanon,3,603,1218
Lebanon,4,803,1624
Lebanon,5,1004,2029
Lebanon,6,1205,2435
Lebanon,7,1406,2841
Lebanon,8,1606,3247
Lebanon,9,1807,3652
Lebanon,10,2008,4058
Lebanon,11,2208,4464
Lebanon,12,2409,4870
Lebanon,13,2610,5276
Lebanon,14,2811,5681
Lebanon,15,3011,6087
Lebanon,16,3212,6493
Lebanon,17,3413,6899
Lebanon,18,3614,7304
Lebanon,19,3814,7710
Lebanon,20,4015,8116
Lebanon,21,4216,8522
Lebanon,22,4416,8928
Lebanon,23,4617,9333
Lebanon,24,4818,9739
Lesotho,1,201,406
Lesotho,2,402,812
Lesotho,3,603,1218
Lesotho,4,803,1624
Lesotho,5,1004,2029
Lesotho,6,1205,2435
Lesotho,7,1406,2841
Lesotho,8,1606,3247
Lesotho,9,1807,3652
Lesotho,10,2008,4058
Lesotho,11,2208,4464
Lesotho,12,2409,4870
Lesotho,13,2610,5276
Lesotho,14,2811,5681
Lesotho,15,3011,6087
Lesotho,16,3212,6493
Lesotho,17,3413,6899
Lesotho,18,3614,7304
Lesotho,19,3814,7710
Lesotho,20,4015,8116
Lesotho,21,4216,8522
Lesotho,22,4416,8928
Lesotho,23,4617,9333
Lesotho,24,4818,9739
Liberia,1,201,406
Liberia,2,402,812
Liberia,3,603,1218
Liberia,4,803,1624
Liberia,5,1004,2029
Liberia,6,1205,2435
Liberia,7,1406,2841
Liberia,8,1606,3247
Liberia,9,1807,3652
Liberia,10,2008,4058
Liberia,11,2208,4464
Liberia,12,2409,4870
Liberia,13,2610,5276
Liberia,14,2811,5681
Liberia,15,3011,6087
Liberia,16,3212,6493
Liberia,17,3413,6899
Liberia,18,3614,7304
Liberia,19,3814,7710
Liberia,20,4015,8116
Liberia,21,4216,8522
Liberia,22,4416,8928
Liberia,23,4617,9333
Liberia,24,4818,9739
Lithuania,1,201,406
Lithuania,2,402,812
Lithuania,3,603,1218
Lithuania,4,803,1624
Lithuania,5,1004,2029
Lithuania,6,1205,2435
Lithuania,7,1406,2841
Lithuania,8,1606,3247
Lithuania,9,1807,3652
Lithuania,10,2008,4058
Lithuania,11,2208,4464
Lithuania,12,2409,4870
Lithuania,13,2610,5276
Lithuania,14,2811,5681
Lithuania,15,3011,6087
Lithuania,16,3212,6493
Lithuania,17,3413,6899
Lithuania,18,3614,7304
Lithuania,19,3814,7710
Lithuania,20,4015,8116
Lithuania,21,4216,8522
Lithuania,22,4416,8928
Lithuania,23,4617,9333
Lithuania,24,4818,9739
Lower-middle-income countries,1,201,406
Lower-middle-income countries,2,402,812
Lower-middle-income countries,3,603,1218
Lower-middle-income countries,4,803,1624
Lower-middle-income countries,5,1004,2029
Lower-middle-income countries,6,1205,2435
Lower-middle-income countries,7,1406,2841
Lower-middle-income countries,8,1606,3247
Lower-middle-income countries,9,1807,3652
Lower-middle-income countries,10,2008,4058
Lower-middle-income countries,11,2208,4464
Lower-middle-income countries,12,2409,4870
Lower-middle-income countries,13,2610,5276
Lower-middle-income countries,14,2811,5681
Lower-middle-income countries,15,3011,6087
Lower-middle-income countries,16,3212,6493
Lower-middle-income countries,17,3413,6899
Lower-middle-income countries,18,3614,7304
Lower-middle-income countries,19,3814,7710
Lower-middle-income countries,20,4015,8116
Lower-middle-income countries,21,4216,8522
Lower-middle-income countries,22,4416,8928
Lower-middle-income countries,23,4617,9333
Lower-middle-income countries,24,4818,9739
Luxembourg,1,201,406
Luxembourg,2,402,812
Luxembourg,3,603,1218
Luxembourg,4,803,1624
Luxembourg,5,1004,2029
Luxembourg,6,1205,2435
Luxembourg,7,1406,2841
Luxembourg,8,1606,3247
Luxembourg,9,1807,3652
Luxembourg,10,2008,4058
Luxembourg,11,2208,4464
Luxembourg,12,2409,4870
Luxembourg,13,2610,5276
Luxembourg,14,2811,5681
Luxembourg,15,3011,6087
Luxembourg,16,3212,6493
Luxembourg,17,3413,6899
Luxembourg,18,3614,7304
Luxembourg,19,3814,7710
Luxembourg,20,4015,8116
Luxembourg,21,4216,8522
Luxembourg,22,4416,8928
Luxembourg,23,4617,9333
Luxembourg,24,4818,9739
Macao,1,201,406
Macao,2,402,812
Macao,3,603,1218
Macao,4,803,1624
Macao,5,1004,2029
Macao,6,1205,2435
Macao,7,1406,2841
Macao,8,1606,3247
Macao,9,1807,3652
Macao,10,2008,4058
Macao,11,2208,4464
Macao,12,2409,4870
Macao,13,2610,5276
Macao,14,2811,5681
Macao,15,3011,6087
Macao,16,3212,6493
Macao,17,3413,6899
Macao,18,3614,7304
Macao,19,3814,7710
Macao,20,4015,8116
Macao,21,4216,8522
Macao,22,4416,8928
Macao,23,4617,9333
Macao,24,4818,9739
Malawi,1,201,406
Malawi,2,402,812
Malawi,3,603,1218
Malawi,4,803,1624
Malawi,5,1004,2029
Malawi,6,1205,2435
Malawi,7,1406,2841
Malawi,8,1606,3247
Malawi,9,1807,3652
Malawi,10,2008,4058
Malawi,11,2208,4464
Malawi,12,2409,4870
Malawi,13,2610,5276
Malawi,14,2811,5681
Malawi,15,3011,6087
Malawi,16,3212,6493
Malawi,17,3413,6899
Malawi,18,3614,7304
Malawi,19,3814,7710
Malawi,20,4015,8116
Malawi,21,4216,8522
Malawi,22,4416,8928
Malawi,23,4617,9333
Malawi,24,4818,9739
Malaysia,1,201,406
Malaysia,2,402,812
Malaysia,3,603,1218
Malaysia,4,803,1624
Malaysia,5,1004,2029
Malaysia,6,1205,2435
Malaysia,7,1406,2841
Malaysia,8,1606,3247
Malaysia,9,1807,3652
Malaysia,10,2008,4058
Malaysia,11,2208,4464
Malaysia,12,2409,4870
Malaysia,13,2610,5276
Malaysia,14,2811,5681
Malaysia,15,3011,6087
Malaysia,16,3212,6493
Malaysia,17,3413,6899
Malaysia,18,3614,7304
Malaysia,19,3814,7710
Malaysia,20,4015,8116
Malaysia,21,4216,8522
Malaysia,22,4416,8928
Malaysia,23,4617,9333
Malaysia,24,4818,9739
Maldives,1,201,406
Maldives,2,402,812
Maldives,3,603,1218
Maldives,4,803,1624
Maldives,5,1004,2029
Maldives,6,1205,2435
Maldives,7,1406,2841
Maldives,8,1606,3247
Maldives,9,1807,3652
Maldives,10,2008,4058
Maldives,11,2208,4464
Maldives,12,2409,4870
Maldives,13,2610,5276
Maldives,14,2811,5681
Maldives,15,3011,6087
Maldives,16,3212,6493
Maldives,17,3413,6899
Maldives,18,3614,7304
Maldives,19,3814,7710
Maldives,20,4015,8116
Maldives,21,4216,8522
Maldives,22,4416,8928
Maldives,23,4617,9333
Maldives,24,4818,9739
Mali,1,201,406
Mali,2,402,812
Mali,3,603,1218
Mali,4,803,1624
Mali,5,1004,2029
Mali,6,1205,2435
Mali,7,1406,2841
Mali,8,1606,3247
Mali,9,1807,3652
Mali,10,2008,4058
Mali,11,2208,4464
Mali,12,2409,4870
Mali,13,2610,5276
Mali,14,2811,5681
Mali,15,3011,6087
Mali,16,3212,6493
Mali,17,3413,6899
Mali,18,3614,7304
Mali,19,3814,7710
Mali,20,4015,8116
Mali,21,4216,8522
Mali,22,4416,8928
Mali,23,4617,9333
Mali,24,4818,9739
Malta,1,201,406
Malta,2,402,812
Malta,3,603,1218
Malta,4,803,1624
Malta,5,1004,2029
Malta,6,1205,2435
Malta,7,1406,2841
Malta,8,1606,3247
Malta,9,1807,3652
Malta,10,2008,4058
Malta,11,2208,4464
Malta,12,2409,4870
Malta,13,2610,5276
Malta,14,2811,5681
Malta,15,3011,6087
Malta,16,3212,6493
Malta,17,3413,6899
Malta,18,3614,7304
Malta,19,3814,7710
Malta,20,4015,8116
Malta,21,4216,8522
Malta,22,4416,8928
Malta,23,4617,9333
Malta,24,4818,9739
Mauritania,1,201,406
Mauritania,2,402,812
Mauritania,3,603,1218
Mauritania,4,803,1624
Mauritania,5,1004,2029
Mauritania,6,1205,2435
Mauritania,7,1406,2841
Mauritania,8,1606,3247
Mauritania,9,1807,3652
Mauritania,10,2008,4058
Mauritania,11,2208,4464
Mauritania,12,2409,4870
Mauritania,13,2610,5276
Mauritania,14,2811,5681
Mauritania,15,3011,6087
Mauritania,16,3212,6493
Mauritania,17,3413,6899
Mauritania,18,3614,7304
Mauritania,19,3814,7710
Mauritania,20,4015,8116
Mauritania,21,4216,8522
Mauritania,22,4416,8928
Mauritania,23,4617,9333
Mauritania,24,4818,9739
Mauritius,1,201,406
